city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,date
cottage grove,or,light,2400.0,7/5/2008,43.7977778,-123.0583333,06-18-2008
louisville,ky,circle,10.0,4/16/2005,38.2541667,-85.7594444,08-15-1953
scotts valley,ca,sphere,300.0,7/5/2013,37.0511111,-122.0136111,07-04-2013
breezewood,pa,fireball,3600.0,2/27/2000,39.9991667,-78.2388889,10-12-1999
holden,me,oval,600.0,8/30/2013,44.7527778,-68.6794444,08-11-2013
manson,wa,circle,15.0,8/30/2013,47.885,-120.1572222,08-16-2013
indianapolis,in,egg,20.0,5/24/2005,39.7683333,-86.1580556,09-15-1965
minneapolis,mn,fireball,3.0,1/10/2009,44.98,-93.2636111,12-24-2008
rancho cucamonga,ca,fireball,10.0,2/16/1999,34.1063889,-117.5922222,02-02-1999
lamar,sc,cigar,300.0,2/14/2010,34.1686111,-80.0627778,01-18-2010
taylorsville,ut,circle,180.0,6/12/2008,40.6677778,-111.9380556,06-10-2008
arizona city,az,circle,600.0,2/24/2007,32.7558333,-111.6702778,02-06-2007
charlotte,nc,disk,300.0,4/27/2004,35.2269444,-80.8433333,04-08-2004
grand blanc,mi,triangle,240.0,2/18/2001,42.9275,-83.63,12-01-2000
canton,ga,oval,180.0,6/9/2009,34.2366667,-84.4908333,06-02-2009
tucson,az,other,10.0,5/15/2006,32.2216667,-110.9258333,07-15-1996
dover,de,triangle,20.0,12/12/2011,39.1580556,-75.5247222,11-11-2011
appleton,wi,fireball,300.0,2/4/2013,44.2619444,-88.4152778,12-23-2012
bourbonnais,il,triangle,60.0,1/19/2005,41.1416667,-87.875,10-01-1997
portland,me,light,30.0,12/12/2011,43.6613889,-70.2558333,10-31-2011
carson,wa,light,60.0,7/1/2002,45.7255556,-121.8180556,05-19-2001
arizona city,az,changing,300.0,11/19/2012,32.7558333,-111.6702778,11-06-2012
kearney,mo,fireball,420.0,7/4/2012,39.3677778,-94.3619444,06-23-2012
plover,wi,other,1800.0,9/29/2004,44.4563889,-89.5438889,09-22-2004
weaverville,nc,circle,300.0,7/3/2013,35.6969444,-82.5608333,06-03-2013
morrow,oh,disk,600.0,5/24/2005,39.3544444,-84.1272222,08-18-1994
edmond,ok,formation,60.0,8/19/2012,35.6527778,-97.4777778,08-13-2012
miami,fl,light,600.0,7/3/2013,25.7738889,-80.1938889,06-25-2013
colorado springs,co,light,15.0,2/18/2001,38.8338889,-104.8208333,06-01-1995
havre,mt,formation,120.0,5/27/2003,48.55,-109.6833333,05-23-2003
somerset,pa,fireball,300.0,10/14/2013,40.0083333,-79.0783333,10-03-2013
west salem,oh,changing,60.0,11/1/1998,40.9008333,-80.8569444,08-29-1998
broken bow,ok,triangle,180.0,5/15/2006,34.0291667,-94.7388889,06-14-1971
seattle,wa,fireball,60.0,8/19/2012,47.6063889,-122.3308333,08-06-2012
livermore,ca,cylinder,60.0,1/21/2008,37.6819444,-121.7669444,01-09-2008
wantagh,ny,other,2.0,10/8/2007,40.6836111,-73.5105556,08-16-2007
billings,mt,light,7.0,1/12/2012,45.7833333,-108.5,12-19-2011
allentown (upper macungie twsp),pa,triangle,600.0,8/30/2013,40.6083333,-75.4905556,08-14-2013
woodridge,il,light,120.0,10/11/2005,41.7469444,-88.0502778,09-18-2005
boca raton,fl,oval,600.0,2/27/2014,26.3583333,-80.0833333,02-22-2014
jackson,tn,cylinder,15.0,1/10/2009,35.6144444,-88.8138889,12-30-2008
orange,ct,cylinder,3600.0,3/19/2009,41.2783333,-73.0261111,06-01-1959
hauppauge,ny,light,80.0,3/21/2003,40.8255556,-73.2030556,02-20-2003
coral springs,fl,triangle,900.0,8/7/2007,26.2708333,-80.2708333,06-01-1977
st. augustine,fl,fireball,300.0,3/19/2009,29.8944444,-81.3147222,04-19-2008
bellingham,wa,light,360.0,11/21/2010,48.7597222,-122.4869444,08-05-2010
wittmann,az,formation,600.0,5/12/2010,33.7763889,-112.5277778,05-10-2010
fort mill,sc,light,7.0,5/2/2011,35.0072222,-80.9452778,04-21-2011
cherokee village,ar,circle,2100.0,3/11/2006,36.2977778,-91.5158333,10-17-1967
scottsville,ky,light,240.0,7/8/2004,36.7533333,-86.1905556,06-01-1965
casa grande,az,formation,8.0,4/16/2005,32.8794444,-111.7566667,03-13-1997
novato,ca,fireball,3.0,5/24/1999,38.1075,-122.5686111,04-30-1999
holden,mo,circle,180.0,8/30/1999,38.7141667,-93.9911111,08-18-1999
rochester,mn,circle,240.0,5/15/2006,44.0216667,-92.4697222,04-20-2006
loxahatchee,fl,other,4.0,12/20/2012,26.6833333,-80.28,11-03-2012
los angeles,ca,chevron,45.0,11/1/1998,34.0522222,-118.2427778,09-23-1998
lakewood,co,other,20.0,9/30/2013,39.7047222,-105.0808333,09-23-2013
st. joseph,mo,other,300.0,11/8/2003,39.7686111,-94.8463889,11-05-2003
hoffman estates,il,formation,180.0,3/19/2009,42.0427778,-88.0797222,03-12-2009
bemidji,mn,circle,120.0,12/12/2011,47.4736111,-94.88,12-01-2011
truro,ma,other,180.0,10/8/2007,41.9933333,-70.0502778,08-22-2007
folsom,ca,triangle,300.0,2/14/2006,38.6780556,-121.175,01-17-2006
lewiston,mi,oval,2700.0,10/19/1999,44.8838889,-84.3055556,10-10-1999
edwardsville,il,other,60.0,4/22/2003,38.8113889,-89.9530556,01-13-1999
nampa,id,fireball,5.0,7/16/2006,43.5408333,-116.5625,06-01-2006
elkton,md,flash,120.0,8/7/2011,39.6066667,-75.8336111,07-17-2011
delray beach,fl,triangle,3600.0,1/31/2011,26.4611111,-80.0730556,01-11-2011
sevierville,tn,oval,900.0,1/22/2000,35.8680556,-83.5619444,01-10-2000
old westbury,ny,disk,240.0,10/19/1999,40.7886111,-73.6,10-15-1999
castor,la,other,4.0,10/30/2012,32.2530556,-93.1655556,10-15-2012
woodbridge,va,sphere,120.0,8/30/2013,38.6580556,-77.25,07-29-2013
anchorage,ak,circle,4.0,1/17/2004,61.2180556,-149.9002778,08-30-1972
wilmington,nc,triangle,300.0,10/10/2011,34.2255556,-77.945,10-01-2011
saline,mi,light,10.0,12/12/2009,42.1666667,-83.7816667,09-13-2009
bastrop,la,triangle,2700.0,3/19/2009,32.7561111,-91.8722222,10-19-2005
granby,ct,oval,300.0,9/13/2002,41.9538889,-72.7891667,09-08-2002
salem,oh,oval,45.0,8/5/2009,40.9008333,-80.8569444,06-26-2009
provincetown,ma,circle,600.0,8/19/2012,42.0583333,-70.1791667,09-16-2011
bill,wy,light,3.0,7/4/2012,43.2319444,-105.2597222,06-20-2012
houston,tx,sphere,20.0,6/12/2008,29.7630556,-95.3630556,05-29-2008
hyannis,ma,other,60.0,12/7/2006,41.6527778,-70.2833333,06-05-1994
massillon,oh,light,10.0,7/22/2013,40.7966667,-81.5216667,07-17-2013
denton,tx,other,120.0,8/5/2009,33.2147222,-97.1327778,05-15-1975
westminster,co,light,15.0,5/15/2006,39.8366667,-105.0366667,05-06-2006
orlando,fl,fireball,300.0,12/2/2013,28.5380556,-81.3794444,11-28-2013
hanover park,il,sphere,60.0,8/19/2012,41.9994444,-88.145,07-04-2012
camp verde,az,triangle,120.0,7/25/2004,34.5636111,-111.8536111,07-10-2004
ely (60 miles south of&#44 us highway 93),nv,triangle,240.0,8/5/2001,39.2475,-114.8877778,06-07-1996
grover beach,ca,triangle,20.0,10/8/2007,35.1216667,-120.6202778,09-08-2007
boscobel,wi,circle,300.0,1/5/2011,43.1344444,-90.7052778,12-10-2010
mooresville,nc,disk,7200.0,12/12/2009,35.5847222,-80.8102778,09-06-2009
kansas city,mo,triangle,60.0,8/7/2007,39.0997222,-94.5783333,12-12-2006
chicago,il,other,45.0,2/18/2001,41.85,-87.65,12-06-1952
bremerton,wa,oval,420.0,7/14/2013,47.5675,-122.6313889,07-04-2013
centereach,ny,cone,600.0,7/1/2002,40.8583333,-73.1,06-10-2002
tinley park,il,sphere,600.0,11/2/2004,41.5733333,-87.7844444,10-31-2004
glendale,az,light,240.0,12/2/2000,33.5386111,-112.1852778,11-12-2000
derby,ct,cigar,1800.0,8/30/2010,41.3205556,-73.0894444,08-30-2010
mesa,az,sphere,60.0,7/4/2012,33.4222222,-111.8219444,03-24-2010
butler,mo,cylinder,14400.0,2/14/2010,38.2538,-94.3356,09-23-2009
santa fe,nm,circle,30.0,6/12/2008,35.6869444,-105.9372222,05-20-2008
stilwell,ks,sphere,1800.0,11/11/2013,38.7691667,-94.6561111,10-23-2013
midland,tx,light,300.0,6/18/2004,31.9972222,-102.0775,06-13-2004
hot springs,sd,light,600.0,10/11/2005,43.4316667,-103.4738889,07-21-1994
west roxbury,ma,triangle,120.0,6/12/2008,42.325,-71.0958333,05-15-2008
chimes,ar,chevron,60.3,12/23/2002,35.6980556,-92.7383333,12-08-2002
wenatchee,wa,light,120.0,4/14/2009,47.4236111,-120.3091667,03-29-2009
naperville,il,light,90.0,11/21/2010,41.7858333,-88.1472222,09-04-2010
san diego,ca,light,5.0,3/23/2011,32.7152778,-117.1563889,03-10-2011
hertford,nc,light,8.0,11/28/2007,36.19,-76.4663889,11-01-2007
memphis,tn,changing,2.0,11/20/2001,35.1494444,-90.0488889,11-02-2001
arlington heights,il,triangle,5.0,3/13/2012,42.0883333,-87.9805556,02-17-2012
skidway lake,mi,disk,45.0,8/27/2009,44.1833333,-84.0352778,08-14-2009
fayetteville,ga,chevron,5.0,8/12/2008,33.4486111,-84.455,02-12-2008
los angeles,ca,light,45.0,9/29/2004,34.0522222,-118.2427778,09-22-2004
santa barbara,ca,changing,300.0,11/11/2013,34.4208333,-119.6972222,08-20-2013
san leandro,ca,other,3.0,12/12/2011,37.725,-122.155,10-29-2011
vancouver,wa,circle,120.0,11/21/2010,45.6388889,-122.6602778,09-10-2010
salt lake city,ut,disk,120.0,10/30/2006,40.7608333,-111.8902778,06-30-1963
rome,ny,circle,420.0,8/19/2012,43.2127778,-75.4561111,08-18-2012
wheeling,wv,sphere,600.0,7/25/2004,40.0638889,-80.7211111,07-21-2004
east orange,nj,light,3.0,12/9/2003,40.7672222,-74.2052778,12-02-2003
nederland,co,other,120.0,3/7/1998,39.9613889,-105.5102778,03-23-1997
heflin,al,triangle,2.0,2/14/2006,33.6488889,-85.5875,01-28-2006
lake havasu city,az,other,10.0,2/14/2008,34.4838889,-114.3216667,01-31-2008
santa barbara,ca,light,60.0,10/8/2007,34.4208333,-119.6972222,09-17-2007
myrtle beach,sc,sphere,180.0,6/9/2009,33.6888889,-78.8869444,05-27-2009
seattle (ballard),wa,disk,10.0,5/3/2000,47.6063889,-122.3308333,04-28-2000
canyon,tx,light,2700.0,8/7/2007,34.9802778,-101.9183333,06-13-2007
columbus,oh,light,1500.0,7/14/1999,39.9611111,-82.9988889,07-10-1999
new orleans,la,light,420.0,11/21/2010,29.9544444,-90.075,08-15-2008
rocky mount,nc,flash,1.0,9/24/2003,35.9380556,-77.7908333,09-18-2003
washougal,wa,light,7.0,7/22/2013,45.5827778,-122.3522222,07-14-2013
south windsor,ct,oval,90.0,5/24/2005,41.8488889,-72.5722222,04-01-2003
livonia,mi,circle,5400.0,6/18/2004,42.3683333,-83.3527778,06-05-2004
berea,oh,fireball,4.0,1/10/2014,41.3661111,-81.8544444,01-04-2014
wadley,al,sphere,120.0,11/11/2013,33.1213889,-85.5663889,11-06-2013
wheeling,wv,light,10.0,7/8/2004,40.0638889,-80.7211111,06-26-2004
longmont,co,fireball,150.0,12/20/2012,40.1672222,-105.1013889,12-07-2012
wailuku,hi,other,60.0,8/21/2011,20.8911111,-156.5047222,08-20-2011
santa monica,ca,triangle,20.0,4/16/2005,34.0194444,-118.4902778,04-12-2005
shrub oak,ny,egg,120.0,11/19/2012,41.3275,-73.82,10-30-2012
blairstown,mo,light,1800.0,2/18/2001,38.5558333,-93.9605556,07-10-1984
dallas,tx,fireball,120.0,7/30/2002,32.7833333,-96.8,07-26-2002
concord,ca,other,300.0,10/11/2005,37.9780556,-122.03,08-16-2005
phoenix,az,cone,2.0,3/31/2008,33.4483333,-112.0733333,03-30-2008
jersey city,nj,disk,600.0,10/31/2008,40.7280556,-74.0780556,09-18-2008
goleta,ca,sphere,300.0,9/2/2005,34.4358333,-119.8266667,07-14-2005
san antonio,tx,cigar,1800.0,7/16/2006,29.4238889,-98.4933333,04-24-2006
haverhill,ma,disk,300.0,1/31/2011,42.7761111,-71.0777778,08-16-1962
surprise,az,disk,1.0,5/13/2012,33.6305556,-112.3325,03-21-2012
ann arbor,mi,triangle,300.0,8/12/2008,42.2708333,-83.7263889,07-20-2008
kosse,tx,cylinder,1200.0,12/7/2006,31.3075,-96.6316667,11-09-2006
carlsbad,ca,light,300.0,10/31/2008,33.1580556,-117.3497222,10-02-2008
lawton,ok,formation,180.0,3/19/2002,34.6086111,-98.39,03-10-2002
little rock,ar,triangle,300.0,10/12/2001,34.7463889,-92.2894444,05-10-1999
alexandria,va,other,7440.0,7/16/2006,38.8047222,-77.0472222,06-09-2005
glen rose,tx,circle,600.0,8/24/2010,32.2344444,-97.755,08-04-2010
porterville,ca,light,120.0,8/10/1999,36.0652778,-119.0158333,07-18-1999
san rafael,ca,light,5.0,8/16/2002,37.9736111,-122.53,08-11-2002
bellingham,wa,circle,1200.0,4/27/2007,48.7597222,-122.4869444,04-17-2007
upton,ma,sphere,120.0,9/24/2012,42.1744444,-71.6027778,09-11-2012
brunswick,me,disk,10.0,9/2/2005,43.9144444,-69.9658333,07-24-2005
las cruces,nm,cylinder,480.0,6/9/2009,32.3122222,-106.7777778,05-16-2009
overton,tx,circle,2400.0,8/5/2001,32.2744444,-94.9783333,05-14-2001
rockford,il,light,900.0,2/18/2001,42.2711111,-89.0938889,01-11-2001
pineville,ky,changing,3.0,10/30/2006,36.7619444,-83.695,08-07-2006
st. cloud,fl,light,60.0,5/24/2005,28.2486111,-81.2813889,02-06-2002
gettysburg,pa,rectangle,30.0,8/12/2008,39.8308333,-77.2313889,07-19-2008
waterbury,ct,cigar,180.0,8/7/2007,41.5580556,-73.0519444,06-18-2007
lake panasoffkee,fl,sphere,25.0,1/24/2014,28.7555556,-82.095,01-22-2014
la vista,ne,triangle,120.0,10/8/2007,41.1838889,-96.0308333,09-30-2007
fort calhoun,ne,circle,1800.0,7/19/2010,41.4558333,-96.0261111,07-04-2010
keystone,co,light,3600.0,8/16/2002,39.5994444,-105.9866667,08-04-2002
philadelphia,pa,other,300.0,2/14/2006,39.9522222,-75.1641667,02-03-2006
new york city (bronx),ny,fireball,120.0,8/30/2013,40.7141667,-74.0063889,08-03-2013
waukegan,il,other,300.0,6/14/2012,42.3636111,-87.8447222,06-10-2012
new york city (brooklyn),ny,oval,1200.0,9/26/1998,40.7141667,-74.0063889,09-01-1998
long beach,ca,fireball,60.0,12/7/2006,33.7669444,-118.1883333,11-12-2006
angleton,tx,sphere,300.0,9/24/2012,29.1691667,-95.4316667,07-15-1975
union,ky,fireball,300.0,10/23/2013,38.9458333,-84.6805556,10-11-2013
flint,mi,triangle,300.0,5/24/1999,43.0125,-83.6875,03-18-1994
woodland,wa,light,15.0,9/24/2012,45.9047222,-122.7427778,09-17-2012
east moline,il,disk,300.0,8/21/2011,41.5008333,-90.4441667,03-15-2011
bloomingdale,oh,triangle,1200.0,3/19/2009,40.3427778,-80.8183333,02-13-2009
albuquerque,nm,chevron,25.0,3/17/2004,35.0844444,-106.6505556,03-13-2004
los angeles,ca,cigar,1200.0,6/12/2008,34.0522222,-118.2427778,04-04-2008
chesterton,in,light,2700.0,8/27/2009,41.6105556,-87.0641667,08-13-2009
marysville,wa,light,60.0,2/10/2012,48.0519444,-122.1758333,02-04-2012
tehachapi,ca,light,1800.0,1/31/2011,35.1322222,-118.4480556,01-23-2011
acworth,ga,light,7200.0,8/1/2003,34.0658333,-84.6769444,06-15-1999
hyannis,ma,fireball,120.0,8/19/2012,41.6527778,-70.2833333,08-06-2012
edwards,ny,light,7200.0,3/11/2006,44.3244444,-75.2513889,03-05-2006
portage,mi,fireball,5.0,4/13/2010,42.2011111,-85.58,03-31-2010
bakersfield,ca,disk,60.0,10/11/2005,35.3733333,-119.0177778,09-22-2005
lake city,fl,light,10.0,1/10/2009,30.1894444,-82.6394444,02-15-2003
ashburn,va,fireball,600.0,8/19/2012,39.0436111,-77.4877778,08-18-2012
conway,nc,light,180.0,1/19/2005,36.4369444,-77.2291667,11-15-2004
chambersburg,pa,cigar,900.0,1/24/2014,39.9375,-77.6613889,01-12-2014
redding,ca,light,180.0,9/29/2002,40.5866667,-122.3905556,09-28-2002
santa clarita,ca,fireball,180.0,2/18/2013,34.3916667,-118.5416667,12-25-2012
bloomington,in,light,14400.0,8/16/2002,39.1652778,-86.5263889,11-11-2001
summerville,sc,triangle,1200.0,10/30/2006,33.0183333,-80.1758333,10-01-1997
matamoras,pa,light,180.0,5/15/2013,41.3686111,-74.7005556,04-26-2013
houston,tx,triangle,2700.0,12/2/2000,29.7630556,-95.3630556,07-15-1991
new port richey,fl,fireball,120.0,7/6/2010,28.2438889,-82.7194444,01-20-2010
harborton,va,light,7200.0,1/10/2009,37.6616667,-75.8308333,11-25-2008
sinking spring,pa,light,600.0,7/5/2013,40.3272222,-76.0113889,07-04-2013
marietta,ga,triangle,1800.0,5/24/2005,33.9525,-84.55,04-24-2004
la jolla,ca,circle,300.0,6/8/2012,32.8472222,-117.2733333,01-03-2012
walkerton,in,light,300.0,2/23/2000,41.4666667,-86.4830556,02-16-2000
lansdale,pa,triangle,1800.0,10/14/2013,40.2413889,-75.2841667,06-12-1996
sewanee,tn,sphere,1200.0,10/11/2005,35.2030556,-85.9211111,05-12-1996
broadview,il,light,180.0,9/24/2012,41.8638889,-87.8533333,09-23-2012
highwood,il,sphere,60.0,7/4/2012,42.1997222,-87.8091667,06-23-2012
rancho mirage,ca,flash,25200.0,7/3/2013,33.7397222,-116.4119444,06-10-2013
long beach,ca,circle,1.0,1/10/2009,33.7669444,-118.1883333,12-13-2008
seaside,or,other,25.0,8/24/2010,45.9933333,-123.9213889,08-13-2010
st. louis,mo,other,180.0,6/21/2000,38.6272222,-90.1977778,06-16-2000
dallas,tx,circle,120.0,6/12/2008,32.7833333,-96.8,02-09-2008
evansville,in,fireball,120.0,1/3/2001,37.9747222,-87.5558333,12-24-2000
wizard wells,tx,other,300.0,11/20/2013,33.2002778,-97.97,11-16-2013
memphis,tn,cigar,1800.0,8/7/2011,35.1494444,-90.0488889,07-26-2011
new orleans,la,light,60.0,5/10/2004,29.9544444,-90.075,05-07-2004
antioch,ca,fireball,10.0,5/15/2013,38.005,-121.8047222,03-28-2013
amsterdam,mo,formation,900.0,2/18/2001,38.3497222,-94.5888889,02-01-2001
glendale,ca,cone,15.0,6/23/2010,34.1425,-118.2541667,06-21-2010
charlotte,nc,light,120.0,8/5/2009,35.2269444,-80.8433333,07-04-2009
weyerhaeuser,wi,disk,900.0,11/26/2003,45.4236111,-91.4083333,12-10-1980
inglis,fl,disk,1200.0,9/12/2003,29.03,-82.6688889,06-15-1999
glennville,ga,triangle,1800.0,4/16/2005,31.9363889,-81.9286111,06-01-1976
dallas,tx,light,20.0,3/4/2008,32.7833333,-96.8,12-07-2007
liverpool,ny,cigar,3.0,8/5/2012,43.1063889,-76.2180556,09-15-1987
harrisburg,pa,changing,300.0,3/19/2002,40.2736111,-76.8847222,03-07-2002
newark,oh,circle,300.0,5/13/2012,40.0580556,-82.4013889,03-16-2012
bakersfield,ca,other,720.0,8/5/2012,35.3733333,-119.0177778,03-26-2012
hamburg,ny,circle,120.0,3/21/2003,42.7158333,-78.8297222,09-08-2002
san diego,ca,disk,660.0,9/9/2004,32.7152778,-117.1563889,05-04-1998
watson,la,fireball,90.0,7/4/2012,30.5755556,-90.9530556,06-25-2012
tacoma,wa,light,90.0,8/5/2000,47.2530556,-122.4430556,08-04-2000
eaton rapids,mi,circle,2.0,3/21/2003,42.5091667,-84.6558333,02-16-2003
southfield,mi,other,2.0,6/20/2012,42.4733333,-83.2219444,06-14-2012
hilltown,pa,cone,30.0,12/12/2009,41.7702778,-75.1786111,09-19-2009
albuquerque,nm,circle,20.0,5/24/2005,35.0844444,-106.6505556,08-09-2000
south lake tahoe (meyers),ca,disk,300.0,1/28/1999,38.9333333,-119.9833333,11-17-1998
rockwell city,ia,triangle,240.0,7/1/2002,42.3952778,-94.6336111,10-10-2001
spring valley,ca,sphere,15.0,1/10/2014,32.7447222,-116.9980556,11-15-2013
scottsdale,az,triangle,600.0,11/23/1999,33.5091667,-111.8983333,11-16-1999
dearborn,mi,fireball,120.0,7/22/2013,42.3222222,-83.1763889,07-13-2013
milton,wv,light,60.0,3/8/2007,38.4344444,-82.1325,11-01-2006
st. louis,mo,fireball,240.0,10/19/2011,38.6272222,-90.1977778,10-15-2011
gadsden,al,cigar,720.0,2/8/2005,34.0141667,-86.0066667,04-30-2004
grand rapids,mi,triangle,45.0,4/18/2012,42.9633333,-85.6680556,04-17-2012
fort wayne,in,fireball,600.0,8/30/2013,41.1305556,-85.1288889,08-21-2013
kankakee,il,cone,10.0,5/15/2013,41.12,-87.8611111,03-31-2013
rockford,il,cylinder,420.0,6/3/2010,42.2711111,-89.0938889,05-28-2010
palo alto,ca,other,45.0,9/28/2002,37.4419444,-122.1419444,09-19-2002
florence,ky,cigar,1800.0,12/20/2012,38.9988889,-84.6266667,11-19-2012
olympia,wa,cone,300.0,6/5/2012,47.0380556,-122.8994444,06-02-2012
clearwater,fl,sphere,10.0,4/13/2010,27.9655556,-82.8002778,03-30-2010
tuscaloosa,al,cone,900.0,11/26/2003,33.2097222,-87.5691667,11-10-2003
downingtown,pa,fireball,4.0,5/12/2009,40.0063889,-75.7036111,04-22-2009
mediapolis,ia,triangle,10.0,6/12/2008,41.0080556,-91.1638889,04-07-2008
albuquerque,nm,rectangle,600.0,6/6/2000,35.0844444,-106.6505556,12-01-1981
toledo,oh,sphere,2700.0,10/30/2012,41.6638889,-83.5552778,10-27-2012
rifle,co,cone,7200.0,9/30/2013,39.5347222,-107.7825,11-01-2012
reno,nv,chevron,10.0,10/11/2005,39.5297222,-119.8127778,09-29-2005
tahlequah,ok,triangle,600.0,11/21/2010,35.9152778,-94.9697222,09-01-1977
orange,ca,circle,30.0,1/10/2014,33.7877778,-117.8522222,12-23-2013
orchard park,ny,sphere,3.0,1/10/2009,42.7675,-78.7441667,12-13-2008
moultrie,ga,light,120.0,2/18/2013,31.1797222,-83.7891667,02-15-2013
west sunbury,pa,light,45.0,1/28/1999,40.8625,-76.7947222,08-15-1997
orlando,fl,disk,240.0,4/24/2014,28.5380556,-81.3794444,04-13-2014
columbia,mo,sphere,120.0,12/12/2009,38.9516667,-92.3338889,11-10-2009
moscow (near),pa,sphere,15.0,11/8/2005,41.3366667,-75.5188889,11-04-2005
raleigh,nc,triangle,300.0,5/15/2013,35.7719444,-78.6388889,02-27-2013
richmond,ca,circle,1800.0,3/19/2002,37.9358333,-122.3466667,07-14-1947
colorado springs,co,light,600.0,3/13/2012,38.8338889,-104.8208333,02-29-2012
st. louis,mo,other,300.0,11/3/2005,38.6272222,-90.1977778,10-25-2005
tonawanda,ny,chevron,120.0,12/23/2002,43.0202778,-78.8805556,11-21-2002
sonora,ca,triangle,180.0,9/29/2004,37.9841667,-120.3811111,09-17-2004
el cajon,ca,diamond,282.0,7/25/2004,32.7947222,-116.9616667,07-19-2004
fordsville,ky,light,1800.0,10/30/2006,37.6361111,-86.7175,11-15-2005
kahului,hi,disk,1200.0,1/5/2011,20.8947222,-156.47,12-19-2010
rio rancho,nm,circle,180.0,1/12/2012,35.2333333,-106.6638889,12-24-2011
los angeles,ca,sphere,600.0,10/25/2011,34.0522222,-118.2427778,10-22-2011
phoenix,az,cylinder,600.0,7/22/2013,33.4483333,-112.0733333,07-19-2013
houston,tx,formation,480.0,11/1/1998,29.7630556,-95.3630556,10-05-1998
chesterfield,va,cylinder,300.0,5/11/2005,37.3769444,-77.5061111,05-01-1983
manson,wa,circle,6.0,7/17/2011,47.885,-120.1572222,07-04-2011
new york city (queens),ny,light,2700.0,1/5/2011,40.7141667,-74.0063889,12-19-2010
seattle,wa,light,2.0,5/12/2009,47.6063889,-122.3308333,04-29-2009
boulder,co,triangle,180.0,7/16/2003,40.015,-105.27,07-11-2003
lincolnshire,il,triangle,3.0,7/4/2011,42.19,-87.9083333,04-02-2011
captiva,fl,oval,3600.0,9/9/2013,26.5216667,-82.1894444,08-29-2013
san ramon,ca,other,60.0,2/12/2004,37.78,-121.9769444,01-31-2004
pleasanton,ca,oval,1800.0,11/21/2010,37.6625,-121.8736111,10-02-2010
mt. pleasant,sc,cigar,90.0,3/4/2008,32.7938889,-79.8627778,02-19-2008
craig,co,light,120.0,10/30/2006,40.5152778,-107.5458333,09-02-2006
shinnston,wv,disk,180.0,8/7/2007,39.3955556,-80.3002778,06-24-2007
davie,fl,light,300.0,3/19/2009,26.0625,-80.2333333,01-02-2009
oak lawn,il,oval,20.0,4/17/2008,41.7108333,-87.7580556,01-20-2008
tacoma,wa,light,240.0,2/1/2007,47.2530556,-122.4430556,01-04-2007
joplin,mo,light,420.0,10/30/2006,37.0841667,-94.5130556,10-02-2006
levittown,pa,oval,900.0,7/5/2005,40.155,-74.8291667,06-26-2005
morehead city,nc,chevron,8.0,12/7/2006,34.7227778,-76.7263889,11-26-2006
alice,tx,disk,20.0,5/2/2003,27.7519444,-98.0694444,03-15-1946
portland,or,flash,15.0,1/5/2011,45.5236111,-122.675,07-14-2000
clear lake,ia,cone,600.0,5/13/2012,43.1380556,-93.3791667,05-08-2012
las vegas,nv,circle,5.0,10/15/2002,36.175,-115.1363889,10-01-1994
houston,tx,sphere,25.0,10/30/2006,29.7630556,-95.3630556,09-20-2006
